match_id,year,tournament_id,tournament_name,stage_name,knockout_stage,team_a_id,team_b_id,team_a_name,team_b_name,team_a_elo_pre,team_b_elo_pre,team_a_gf_avg,team_a_ga_avg,team_b_gf_avg,team_b_ga_avg,goals_a,goals_b,penalty_shootout,target,elo_diff,matches_played_diff,win_rate_diff,gf_avg_diff,ga_avg_diff,form_points_diff,experience_diff,host_advantage,h2h_played,h2h_a_win_rate,h2h_goal_diff_avg,same_confederation,team_a_conf,team_b_conf
M-1978-12,1978,WC-1978,1978 FIFA Men's World Cup,group stage,0,T-03,T-30,Argentina,France,1525.63186397856,1494.9322098091955,1.826086956521739,1.7391304347826086,2.1666666666666665,1.9444444444444444,2,1,0,0,30.69965416936452,5,0.04589371980676327,-0.3405797101449275,-0.20531400966183577,0.5999999999999999,0,1,1,1.0,1.0,0,CONMEBOL,UEFA
M-1978-13,1978,WC-1978,1978 FIFA Men's World Cup,group stage,0,T-05,T-74,Austria,Sweden,1540.9017876090477,1585.4203606203291,2.1538461538461537,2.076923076923077,1.8461538461538463,1.6923076923076923,1,0,0,0,-44.51857301128143,-13,0.11538461538461536,0.3076923076923075,0.3846153846153848,0.0,-3,0,0,,,1,UEFA,UEFA
M-1978-14,1978,WC-1978,1978 FIFA Men's World Cup,group stage,0,T-09,T-73,Brazil,Spain,1705.6021243067974,1461.8923462299747,2.422222222222222,1.1777777777777778,1.3333333333333333,1.6,0,0,0,1,243.70977807682266,30,0.24444444444444446,1.0888888888888888,-0.4222222222222223,0.7999999999999999,6,0,3,0.6666666666666666,1.3333333333333333,0,CONMEBOL,UEFA
M-1978-15,1978,WC-1978,1978 FIFA Men's World Cup,group stage,0,T-56,T-48,Peru,Netherlands,1508.3350048377918,1645.0012641673468,1.8571428571428572,2.0,2.0,0.9,0,0,0,1,-136.66625932955503,-3,-0.17142857142857143,-0.1428571428571428,1.1,-0.5999999999999999,-1,0,0,,,0,CONMEBOL,UEFA
M-1978-16,1978,WC-1978,1978 FIFA Men's World Cup,group stage,0,T-38,T-64,Iran,Scotland,1476.7900100293814,1451.977055165681,0.0,3.0,0.8888888888888888,2.0,1,1,0,1,24.812954863700497,-8,-0.1111111111111111,-0.8888888888888888,1.0,-1.0,-3,0,0,,,0,AFC,UEFA
M-1978-17,1978,WC-1978,1978 FIFA Men's World Cup,group stage,0,T-36,T-30,Hungary,France,1571.2848193727552,1476.6948390364919,2.88,1.56,2.1052631578947367,1.9473684210526316,1,3,0,2,94.58998033626335,6,0.1515789473684211,0.7747368421052632,-0.3873684210526316,1.0,0,0,0,,,1,UEFA,UEFA
M-1978-18,1978,WC-1978,1978 FIFA Men's World Cup,group stage,0,T-46,T-57,Mexico,Poland,1376.1096402304854,1644.4813789186483,0.8695652173913043,2.5652173913043477,2.2,1.1,1,3,0,2,-268.37173868816285,13,-0.5695652173913043,-1.330434782608696,1.4652173913043476,-0.8,5,0,0,,,0,CONCACAF,UEFA
M-1978-19,1978,WC-1978,1978 FIFA Men's World Cup,group stage,0,T-86,T-79,West Germany,Tunisia,1757.965375730062,1508.2507752513125,2.4864864864864864,1.3513513513513513,1.5,1.0,0,0,0,1,249.71460047874962,35,0.17567567567567566,0.9864864864864864,0.3513513513513513,1.1,6,0,0,,,0,UEFA,CAF
M-1978-20,1978,WC-1978,1978 FIFA Men's World Cup,group stage,0,T-41,T-03,Italy,Argentina,1640.9121779443028,1543.8692347512635,1.9,1.1666666666666667,1.8333333333333333,1.7083333333333333,1,0,0,0,97.04294319303926,6,0.14166666666666666,0.06666666666666665,-0.5416666666666665,0.6000000000000001,2,-1,1,1.0,-0.0,0,UEFA,CONMEBOL
M-1978-21,1978,WC-1978,1978 FIFA Men's World Cup,group stage,0,T-05,T-09,Austria,Brazil,1563.4505489589167,1693.4963378125872,2.0714285714285716,1.9285714285714286,2.369565217391304,1.1521739130434783,0,1,0,2,-130.0457888536705,-32,-0.05900621118012428,-0.2981366459627326,0.7763975155279503,0.3999999999999999,-7,0,1,0.0,-3.0,0,UEFA,CONMEBOL
M-1978-22,1978,WC-1978,1978 FIFA Men's World Cup,group stage,0,T-74,T-73,Sweden,Spain,1562.8715992704601,1473.9981327241849,1.7777777777777777,1.6666666666666667,1.25,1.5,0,1,0,2,88.87346654627527,11,0.032407407407407385,0.5277777777777777,0.16666666666666674,0.0,2,0,1,1.0,2.0,1,UEFA,UEFA
M-1978-23,1978,WC-1978,1978 FIFA Men's World Cup,group stage,0,T-56,T-38,Peru,Iran,1515.8200199055145,1475.3640849916776,1.625,1.75,0.5,2.0,4,1,0,0,40.45593491383693,6,0.375,1.125,-0.25,0.8999999999999999,2,0,0,,,0,CONMEBOL,AFC
M-1978-24,1978,WC-1978,1978 FIFA Men's World Cup,group stage,0,T-48,T-64,Netherlands,Scotland,1637.516249099624,1453.4029802033847,1.8181818181818181,0.8181818181818182,0.9,1.9,2,3,0,2,184.11326889623933,1,0.44545454545454544,0.9181818181818181,-1.0818181818181816,0.8,0,0,0,,,1,UEFA,UEFA
M-1978-25,1978,WC-1978,1978 FIFA Men's World Cup,second group stage,0,T-05,T-48,Austria,Netherlands,1550.6055243343171,1607.809841431772,1.9333333333333333,1.8666666666666667,1.8333333333333333,1.0,1,5,0,2,-57.204317097454805,3,0.033333333333333326,0.10000000000000009,0.8666666666666667,0.0,0,0,0,,,1,UEFA,UEFA
M-1978-26,1978,WC-1978,1978 FIFA Men's World Cup,second group stage,0,T-86,T-41,West Germany,Italy,1745.6428559855522,1655.4668131208787,2.4210526315789473,1.3157894736842106,1.8709677419354838,1.1290322580645162,0,0,0,1,90.17604286467349,7,0.044991511035653686,0.5500848896434636,0.18675721561969438,0.20000000000000018,-2,0,2,0.5,-0.5,1,UEFA,UEFA
M-1978-27,1978,WC-1978,1978 FIFA Men's World Cup,second group stage,0,T-09,T-56,Brazil,Peru,1706.3413624371867,1546.76288582036,2.3404255319148937,1.127659574468085,1.8888888888888888,1.6666666666666667,3,0,0,0,159.57847661682672,38,0.19385342789598115,0.4515366430260048,-0.5390070921985817,-0.3999999999999999,8,0,1,1.0,2.0,1,CONMEBOL,CONMEBOL
M-1978-28,1978,WC-1978,1978 FIFA Men's World Cup,second group stage,0,T-57,T-03,Poland,Argentina,1655.031068389945,1529.3145995746877,2.272727272727273,1.0909090909090908,1.76,1.68,0,2,0,2,125.71646881525726,-14,0.2872727272727273,0.5127272727272729,-0.5890909090909091,0.6000000000000001,-4,-1,1,1.0,1.0,0,UEFA,CONMEBOL
M-1978-29,1978,WC-1978,1978 FIFA Men's World Cup,second group stage,0,T-56,T-57,Peru,Poland,1526.7959668346368,1614.6260280172266,1.7,1.8,2.0833333333333335,1.1666666666666667,0,1,0,2,-87.83006118258982,-2,-0.2666666666666666,-0.3833333333333335,0.6333333333333333,-0.6000000000000001,0,0,0,,,0,CONMEBOL,UEFA
M-1978-30,1978,WC-1978,1978 FIFA Men's World Cup,second group stage,0,T-41,T-05,Italy,Austria,1660.5442583108402,1519.2246027850529,1.8125,1.09375,1.875,2.0625,1,0,0,0,141.3196555257873,16,0.09375,-0.0625,-0.96875,0.6000000000000001,5,0,1,1.0,1.0,1,UEFA,UEFA
M-1978-31,1978,WC-1978,1978 FIFA Men's World Cup,second group stage,0,T-48,T-86,Netherlands,West Germany,1639.1907629810362,1740.5654107955907,2.076923076923077,1.0,2.358974358974359,1.2820512820512822,2,2,0,1,-101.37464781455446,-26,-0.10256410256410264,-0.28205128205128194,-0.28205128205128216,-0.40000000000000013,-3,0,1,0.0,-1.0,1,UEFA,UEFA
M-1978-32,1978,WC-1978,1978 FIFA Men's World Cup,second group stage,0,T-03,T-09,Argentina,Brazil,1569.719639947406,1726.3082814229099,1.7692307692307692,1.6153846153846154,2.3541666666666665,1.1041666666666667,0,0,0,1,-156.5886414755039,-22,-0.1842948717948718,-0.5849358974358974,0.5112179487179487,0.3999999999999999,-4,1,1,0.0,-1.0,1,CONMEBOL,CONMEBOL
M-1978-33,1978,WC-1978,1978 FIFA Men's World Cup,second group stage,0,T-05,T-86,Austria,West Germany,1506.938807356998,1734.8899704664266,1.7647058823529411,2.0,2.35,1.3,3,2,0,0,-227.95116310942853,-23,-0.15441176470588236,-0.585294117647059,0.7,-0.19999999999999996,-3,0,1,0.0,-5.0,1,UEFA,UEFA
M-1978-34,1978,WC-1978,1978 FIFA Men's World Cup,second group stage,0,T-41,T-48,Italy,Netherlands,1672.830053738895,1644.8662033102003,1.7878787878787878,1.0606060606060606,2.0714285714285716,1.0714285714285714,1,2,0,2,27.96385042869474,19,0.10606060606060608,-0.2835497835497838,-0.010822510822510845,1.0,5,0,0,,,1,UEFA,UEFA
M-1978-35,1978,WC-1978,1978 FIFA Men's World Cup,second group stage,0,T-09,T-57,Brazil,Poland,1717.8588239829076,1629.6751395725091,2.306122448979592,1.0816326530612246,2.0,1.0769230769230769,3,1,0,0,88.18368441039843,36,-0.05965463108320246,0.30612244897959195,0.004709576138147709,-0.19999999999999996,8,0,2,0.5,0.0,0,CONMEBOL,UEFA
M-1978-36,1978,WC-1978,1978 FIFA Men's World Cup,second group stage,0,T-56,T-03,Peru,Argentina,1511.7468552793543,1578.1690973874083,1.5454545454545454,1.7272727272727273,1.7037037037037037,1.5555555555555556,0,6,0,2,-66.42224210805398,-16,-0.08080808080808077,-0.1582491582491583,0.1717171717171717,-0.6000000000000001,-4,-1,0,,,1,CONMEBOL,CONMEBOL
M-1978-37,1978,WC-1978,1978 FIFA Men's World Cup,third-place match,1,T-09,T-41,Brazil,Italy,1740.4038353489138,1651.2237921028225,2.32,1.08,1.7647058823529411,1.088235294117647,2,1,0,0,89.18004324609137,16,0.051764705882352935,0.5552941176470587,-0.008235294117646896,0.20000000000000018,2,0,2,0.5,1.0,0,CONMEBOL,UEFA
M-1978-38,1978,WC-1978,1978 FIFA Men's World Cup,final,1,T-03,T-48,Argentina,Netherlands,1612.6415702660875,1666.4724649462728,1.8571428571428572,1.5,2.066666666666667,1.0666666666666667,3,1,0,0,-53.83089468018534,13,-0.06904761904761902,-0.20952380952380967,0.43333333333333335,0.3999999999999999,3,1,1,0.0,-4.0,0,CONMEBOL,UEFA
M-1982-01,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-03,T-06,Argentina,Belgium,1647.2528631466853,1388.0830800407814,1.896551724137931,1.4827586206896552,1.3333333333333333,2.7777777777777777,0,1,0,2,259.1697831059039,20,0.3716475095785441,0.5632183908045978,-1.2950191570881224,1.2,2,0,0,,,0,CONMEBOL,UEFA
M-1982-02,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-57,T-41,Poland,Italy,1607.1301282065028,1636.2475592902977,1.9285714285714286,1.2142857142857142,1.7428571428571429,1.1142857142857143,0,0,0,1,-29.117431083794827,-21,0.07142857142857151,0.18571428571428572,0.09999999999999987,0.40000000000000013,-6,0,1,1.0,1.0,1,UEFA,UEFA
M-1982-03,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-72,T-09,Soviet Union,Brazil,1593.3579888072095,1755.3800681614387,1.5789473684210527,1.105263157894737,2.3137254901960786,1.0784313725490196,1,2,0,2,-162.02207935422916,-32,-0.12074303405572762,-0.734778121775026,0.026831785345717396,-1.2000000000000002,-7,0,1,0.0,-2.0,0,UEFA,CONMEBOL
M-1982-04,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-56,T-11,Peru,Cameroon,1477.2743824006752,1500.0,1.4166666666666667,2.0833333333333335,,,0,0,0,1,-22.725617599324778,12,,,,,3,0,0,,,0,CONMEBOL,CAF
M-1982-05,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-27,T-36,El Salvador,Hungary,1391.5648260683506,1533.313251231493,0.0,3.0,2.8076923076923075,1.6153846153846154,1,10,0,2,-141.74842516314243,-23,-0.5,-2.8076923076923075,1.3846153846153846,-0.6,-6,0,0,,,0,CONCACAF,UEFA
M-1982-06,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-49,T-64,New Zealand,Scotland,1500.0,1483.1093878712368,,,1.0909090909090908,1.9090909090909092,2,5,0,2,16.890612128763223,-11,,,,,-4,0,0,,,0,OFC,UEFA
M-1982-07,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-01,T-86,Algeria,West Germany,1500.0,1703.374778932737,,,2.341463414634146,1.3414634146341464,2,1,0,0,-203.37477893273694,-41,,,,,-7,0,0,,,0,CAF,UEFA
M-1982-08,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-30,T-28,France,England,1514.666407177754,1624.014220823453,2.15,1.9,1.4166666666666667,1.1666666666666667,1,3,0,2,-109.3478136456988,-4,-0.016666666666666663,0.7333333333333332,0.7333333333333332,-1.2000000000000002,1,0,1,0.0,-2.0,1,UEFA,UEFA
M-1982-09,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-35,T-73,Honduras,Spain,1500.0,1499.0053617861658,,,1.2352941176470589,1.411764705882353,1,1,0,1,0.9946382138341505,-17,,,,,-5,-1,0,,,0,CONCACAF,UEFA
M-1982-10,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-05,T-13,Austria,Chile,1538.4539988906877,1504.5174620854252,1.8333333333333333,2.0,1.2777777777777777,1.3333333333333333,1,0,0,0,33.93653680526245,0,0.1111111111111111,0.5555555555555556,0.6666666666666667,0.6,-1,0,0,,,0,UEFA,CONMEBOL
M-1982-11,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-45,T-21,Kuwait,Czechoslovakia,1500.0,1486.0496345365918,,,1.4761904761904763,1.6666666666666667,1,1,0,1,13.950365463408161,-21,,,,,-6,0,0,,,0,AFC,UEFA
M-1982-12,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-52,T-87,Northern Ireland,Yugoslavia,1483.250901499056,1523.7363074065781,1.2,2.0,1.8,1.36,0,0,0,1,-40.485405907522136,-20,0.0,-0.6000000000000001,0.6399999999999999,0.5999999999999999,-5,0,0,,,1,UEFA,UEFA
M-1982-13,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-56,T-41,Peru,Italy,1478.580711633972,1634.575338372676,1.3076923076923077,1.9230769230769231,1.6944444444444444,1.0833333333333333,1,1,0,1,-155.99462673870403,-23,-0.24786324786324787,-0.3867521367521367,0.8397435897435899,-0.19999999999999996,-6,0,0,,,0,CONMEBOL,UEFA
M-1982-14,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-03,T-36,Argentina,Hungary,1614.598324726503,1563.975239893996,1.8333333333333333,1.4666666666666666,3.074074074074074,1.5925925925925926,4,1,0,0,50.62308483250695,3,-0.051851851851851816,-1.2407407407407407,-0.125925925925926,1.4,0,0,2,0.5,0.5,0,CONMEBOL,UEFA
M-1982-15,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-64,T-09,Scotland,Brazil,1519.8095767949715,1766.6753689784086,1.4166666666666667,1.9166666666666667,2.3076923076923075,1.0769230769230769,1,4,0,2,-246.86579218343718,-40,-0.40384615384615385,-0.8910256410256407,0.8397435897435899,-1.0,-7,0,1,1.0,-0.0,0,UEFA,CONMEBOL
M-1982-16,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-57,T-11,Poland,Cameroon,1608.8023491241245,1498.6936707667032,1.8,1.1333333333333333,0.0,0.0,0,0,0,1,110.10867835742124,14,0.6,1.8,1.1333333333333333,0.3999999999999999,3,0,0,,,0,UEFA,CAF
M-1982-17,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-06,T-27,Belgium,El Salvador,1420.7376184609636,1360.9028374058475,1.3,2.5,0.25,4.75,1,0,0,0,59.83478105511608,6,0.2,1.05,-2.25,1.2,4,0,1,1.0,3.0,0,UEFA,CONCACAF
M-1982-18,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-49,T-72,New Zealand,Soviet Union,1463.2998110762653,1582.0626879902395,2.0,5.0,1.55,1.15,0,3,0,2,-118.7628769139742,-19,-0.5,0.44999999999999996,3.85,-1.4,-4,0,0,,,0,OFC,UEFA
M-1982-19,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-13,T-86,Chile,West Germany,1486.4648169834727,1672.8437783561515,1.2105263157894737,1.3157894736842106,2.3095238095238093,1.3571428571428572,1,4,0,2,-186.37896137267876,-23,-0.2268170426065163,-1.0989974937343356,-0.041353383458646586,-0.19999999999999996,-2,0,2,0.0,-1.5,0,CONMEBOL,UEFA
M-1982-20,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-28,T-21,England,Czechoslovakia,1644.8722463700908,1486.8522508422564,1.48,1.16,1.4545454545454546,1.6363636363636365,2,0,0,0,158.01999552783445,3,0.07636363636363636,0.025454545454545396,-0.47636363636363654,1.6,0,0,1,1.0,1.0,1,UEFA,UEFA
M-1982-21,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-73,T-87,Spain,Yugoslavia,1499.0626176078526,1521.4162713976057,1.2222222222222223,1.3888888888888888,1.7307692307692308,1.3076923076923077,2,1,0,0,-22.353653789753025,-8,0.004273504273504258,-0.5085470085470085,0.08119658119658113,0.6,-1,1,0,,,1,UEFA,UEFA
M-1982-22,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-01,T-05,Algeria,Austria,1530.5310005765855,1556.5066439926402,2.0,1.0,1.7894736842105263,1.894736842105263,0,2,0,2,-25.97564341605471,-18,0.4736842105263158,0.21052631578947367,-0.894736842105263,1.8,-4,0,0,,,0,CAF,UEFA
M-1982-23,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-30,T-45,France,Kuwait,1493.8083816311162,1499.1973836943355,2.0952380952380953,1.9523809523809523,1.0,1.0,4,1,0,0,-5.389002063219323,20,0.38095238095238093,1.0952380952380953,0.9523809523809523,-0.4,7,0,0,,,0,UEFA,AFC
M-1982-24,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-35,T-52,Honduras,Northern Ireland,1499.9427441783132,1485.5709375080285,1.0,1.0,1.0,1.6666666666666667,1,1,0,1,14.371806670284741,-5,-0.3333333333333333,0.0,-0.6666666666666667,0.0,-1,0,0,,,0,CONCACAF,UEFA
M-1982-25,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-57,T-56,Poland,Peru,1602.6679944033667,1487.0020576605434,1.6875,1.0625,1.2857142857142858,1.8571428571428572,5,1,0,0,115.6659367428233,2,0.2767857142857143,0.4017857142857142,-0.7946428571428572,0.6,0,0,1,1.0,1.0,0,UEFA,CONMEBOL
M-1982-26,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-36,T-06,Hungary,Belgium,1534.039128444582,1437.3269047354656,3.0,1.6785714285714286,1.2727272727272727,2.272727272727273,1,1,0,1,96.71222370911642,17,0.2272727272727273,1.7272727272727273,-0.5941558441558443,-1.2000000000000002,2,0,0,,,1,UEFA,UEFA
M-1982-27,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-72,T-64,Soviet Union,Scotland,1605.543924754899,1506.1950449987562,1.619047619047619,1.0952380952380953,1.3846153846153846,2.076923076923077,2,2,0,1,99.34887975614288,8,0.29304029304029305,0.2344322344322345,-0.9816849816849818,0.40000000000000013,0,0,0,,,1,UEFA,UEFA
M-1982-28,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-11,T-41,Cameroon,Italy,1504.828025487461,1626.1539923461046,0.0,0.0,1.6756756756756757,1.0810810810810811,1,1,0,1,-121.3259668586436,-35,-0.5405405405405406,-1.6756756756756757,-1.0810810810810811,0.0,-9,0,0,,,0,CAF,UEFA
M-1982-29,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-03,T-27,Argentina,El Salvador,1644.534436175917,1344.3135511313455,1.903225806451613,1.4516129032258065,0.2,4.0,2,0,0,0,300.22088504457156,26,0.4838709677419355,1.703225806451613,-2.5483870967741935,2.0,6,0,0,,,0,CONMEBOL,CONCACAF
M-1982-30,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-09,T-49,Brazil,New Zealand,1780.289900774624,1439.8185743116057,2.339622641509434,1.0754716981132075,1.0,4.0,4,0,0,0,340.47132646301816,51,0.660377358490566,1.3396226415094339,-2.9245283018867925,2.6,11,0,0,,,0,CONMEBOL,OFC
M-1982-31,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-13,T-01,Chile,Algeria,1468.624959950329,1502.769748213004,1.2,1.45,1.0,1.5,2,3,0,2,-34.14478826267509,18,-0.15000000000000002,0.19999999999999996,-0.050000000000000044,-1.1,5,0,0,,,0,CONMEBOL,CAF
M-1982-32,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-30,T-21,France,Czechoslovakia,1529.351215916252,1469.627793764526,2.1818181818181817,1.9090909090909092,1.391304347826087,1.6521739130434783,1,1,0,1,59.72342215172603,-1,0.06126482213438739,0.7905138339920947,0.2569169960474309,1.0,1,0,0,,,1,UEFA,UEFA
M-1982-33,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-87,T-35,Yugoslavia,Honduras,1500.1312642566875,1499.1159080279817,1.7037037037037037,1.3333333333333333,1.0,1.0,1,0,0,0,1.0153562287057412,25,0.37037037037037035,0.7037037037037037,0.33333333333333326,-0.8,6,0,0,,,0,UEFA,CONCACAF
M-1982-34,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-86,T-05,West Germany,Austria,1690.6836353892952,1584.2678963562216,2.3488372093023258,1.3488372093023255,1.8,1.8,1,0,0,0,106.41573903307358,23,0.054651162790697594,0.5488372093023257,-0.4511627906976745,-0.8,3,0,2,0.5,2.0,1,UEFA,UEFA
M-1982-35,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-45,T-28,Kuwait,England,1463.6545494091997,1662.0967034478213,1.0,2.5,1.5,1.1153846153846154,0,1,0,2,-198.44215403862154,-24,-0.46153846153846156,-0.5,1.3846153846153846,-1.3,-6,0,0,,,0,AFC,UEFA
M-1982-36,1982,WC-1982,1982 FIFA Men's World Cup,group stage,0,T-73,T-52,Spain,Northern Ireland,1520.3476247487708,1486.39777365836,1.263157894736842,1.368421052631579,1.0,1.5714285714285714,0,1,0,2,33.9498510904109,12,0.13533834586466165,0.26315789473684204,-0.20300751879699241,0.40000000000000013,4,1,0,,,1,UEFA,UEFA
M-1982-37,1982,WC-1982,1982 FIFA Men's World Cup,second group stage,0,T-30,T-05,France,Austria,1525.946726436507,1570.2090446752202,2.130434782608696,1.8695652173913044,1.7142857142857142,1.7619047619047619,1,0,0,0,-44.26231823871308,2,-0.13250517598343686,0.4161490683229816,0.10766045548654257,-0.40000000000000013,3,0,1,0.0,-1.0,1,UEFA,UEFA
M-1982-38,1982,WC-1982,1982 FIFA Men's World Cup,second group stage,0,T-57,T-06,Poland,Belgium,1628.1253907762102,1442.7546385188193,1.8823529411764706,1.0588235294117647,1.25,2.1666666666666665,3,0,0,0,185.3707522573909,5,0.3382352941176471,0.6323529411764706,-1.1078431372549018,0.20000000000000018,-2,0,0,,,1,UEFA,UEFA
M-1982-39,1982,WC-1982,1982 FIFA Men's World Cup,second group stage,0,T-41,T-03,Italy,Argentina,1619.4406003047286,1653.5834346077113,1.6578947368421053,1.0789473684210527,1.90625,1.40625,2,1,0,0,-34.14283430298269,6,0.02631578947368418,-0.2483552631578947,-0.32730263157894735,-1.7999999999999998,2,0,2,0.5,0.5,0,UEFA,CONMEBOL
M-1982-40,1982,WC-1982,1982 FIFA Men's World Cup,second group stage,0,T-86,T-28,West Germany,England,1704.7424870702966,1671.7724542025185,2.3181818181818183,1.3181818181818181,1.4814814814814814,1.0740740740740742,0,0,0,1,32.97003286777817,17,0.1321548821548822,0.8367003367003369,0.24410774410774394,-1.0,1,0,2,0.5,-0.5,1,UEFA,UEFA
M-1982-41,1982,WC-1982,1982 FIFA Men's World Cup,second group stage,0,T-05,T-52,Austria,Northern Ireland,1547.6747963308685,1508.345887719297,1.6363636363636365,1.7272727272727273,1.0,1.375,2,2,0,1,39.32890861157148,14,0.125,0.6363636363636365,0.3522727272727273,0.19999999999999996,3,0,0,,,1,UEFA,UEFA
M-1982-42,1982,WC-1982,1982 FIFA Men's World Cup,second group stage,0,T-06,T-72,Belgium,Soviet Union,1424.8375213383017,1599.9758830806682,1.1538461538461537,2.230769230769231,1.6363636363636365,1.1363636363636365,0,1,0,2,-175.13836174236644,-9,-0.2692307692307692,-0.4825174825174827,1.0944055944055944,0.0,1,0,1,0.0,-3.0,1,UEFA,UEFA
M-1982-43,1982,WC-1982,1982 FIFA Men's World Cup,second group stage,0,T-03,T-09,Argentina,Brazil,1631.6243175373238,1789.5506557945746,1.878787878787879,1.4242424242424243,2.3703703703703702,1.0555555555555556,1,3,0,2,-157.9263382572508,-21,-0.18181818181818177,-0.49158249158249134,0.36868686868686873,-1.2,-4,0,2,0.0,-0.5,1,CONMEBOL,CONMEBOL
M-1982-44,1982,WC-1982,1982 FIFA Men's World Cup,second group stage,0,T-73,T-86,Spain,West Germany,1498.3995106878338,1702.8502559398132,1.2,1.35,2.2666666666666666,1.288888888888889,1,2,0,2,-204.45074525197947,-25,-0.19999999999999996,-1.0666666666666667,0.061111111111111116,0.20000000000000018,-2,1,1,0.0,-1.0,1,UEFA,UEFA
M-1982-45,1982,WC-1982,1982 FIFA Men's World Cup,second group stage,0,T-30,T-52,France,Northern Ireland,1548.4809747808588,1510.6002211038606,2.0833333333333335,1.7916666666666667,1.1111111111111112,1.4444444444444444,4,1,0,0,37.88075367699821,15,0.08333333333333337,0.9722222222222223,0.3472222222222223,0.8,6,0,1,1.0,4.0,1,UEFA,UEFA
M-1982-46,1982,WC-1982,1982 FIFA Men's World Cup,second group stage,0,T-57,T-72,Poland,Soviet Union,1646.0425079567278,1610.6693501888014,1.9444444444444444,1.0,1.608695652173913,1.0869565217391304,0,0,0,1,35.373157767926386,-5,0.08937198067632857,0.33574879227053134,-0.08695652173913038,0.20000000000000018,-1,0,0,,,1,UEFA,UEFA
M-1982-47,1982,WC-1982,1982 FIFA Men's World Cup,second group stage,0,T-41,T-09,Italy,Brazil,1641.399717375116,1806.7817340747035,1.6666666666666667,1.0769230769230769,2.381818181818182,1.0545454545454545,3,2,0,0,-165.38201669958744,-16,-0.1342657342657343,-0.7151515151515151,0.02237762237762242,-1.8,-2,0,3,0.3333333333333333,-1.0,0,UEFA,CONMEBOL
M-1982-48,1982,WC-1982,1982 FIFA Men's World Cup,second group stage,0,T-28,T-73,England,Spain,1673.664685333002,1488.9752033388663,1.4285714285714286,1.0357142857142858,1.1904761904761905,1.380952380952381,0,0,0,1,184.68948199413558,7,0.08333333333333337,0.23809523809523814,-0.3452380952380951,0.6000000000000001,1,-1,1,0.0,-1.0,1,UEFA,UEFA
M-1982-49,1982,WC-1982,1982 FIFA Men's World Cup,semi-finals,1,T-57,T-41,Poland,Italy,1644.0132719628111,1670.2605299243276,1.8421052631578947,0.9473684210526315,1.7,1.1,0,2,0,2,-26.247257961516425,-21,0.02894736842105261,0.14210526315789473,-0.15263157894736856,0.0,-6,0,2,0.5,0.5,1,UEFA,UEFA
M-1982-50,1982,WC-1982,1982 FIFA Men's World Cup,semi-finals,1,T-86,T-30,West Germany,France,1712.2745632887807,1579.679989128554,2.260869565217391,1.2826086956521738,2.16,1.76,3,3,1,1,132.59457416022656,21,0.16869565217391308,0.10086956521739099,-0.4773913043478262,0.0,0,0,1,0.0,-3.0,1,UEFA,UEFA
M-1982-51,1982,WC-1982,1982 FIFA Men's World Cup,third-place match,1,T-30,T-57,France,Poland,1586.962569376201,1616.2753407116752,2.1923076923076925,1.8076923076923077,1.75,1.0,2,3,0,2,-29.31277133547428,6,-0.12692307692307697,0.4423076923076925,0.8076923076923077,0.6000000000000001,4,0,0,,,1,UEFA,UEFA
