year,accuracy,macro_f1,log_loss,brier,n
2010,0.40625,0.3890232108317215,1.3499340659712389,0.7618092011214672,64
2014,0.46875,0.4236055469953775,1.1748040818585208,0.6665759597578329,64
2018,0.453125,0.34924845269672855,1.2013647886801835,0.7050699430835154,64
2022,0.5,0.45652390935409803,1.14210224011004,0.6461311880197784,64
